id,url,bread_list,q,a_text
98,https://faq.nissay.co.jp/faq/show/98?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外口座に送金してもらえますか？,海外口座に送金してもらえますか？,海外からの請求で日本国内口座への送金ができない場合は、以下の範囲で海外送金が可能ですので、請求書記入時に指定ください。 ただし、帰国後の請求、日本国内在住の代理人からの請求がいずれもできない場合に限ります。また、在住国の法規制などにより取扱いできない場合があります。 (1)対象範囲 満期保険金、据置保険金、生存給付金・特約健康祝金、入学祝金、据置生存給付金、入院・手術給付金、解約払戻金、契約貸付金、積立配当金引出し (2)送金方法 海外の請求人名義の銀行口座へ電信扱により円貨建で送金します。 ただし、通常、受取口座への入金は在住国の現地通貨で行われます。 この場合、円貨から外貨への交換は在住国の銀行が作用するレートで行われます。 (3)取扱金額 支払額が5万円～500万円の範囲で取扱います。 (4)送金経費 送金経費は請求人負担となります。 （実際の送金額は、送金経費を差引いた金額となります。） ※当社が請求を受けてから、受取口座への入金まで、日数を要します。
99,https://faq.nissay.co.jp/faq/show/99?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 米国へ渡航する際どんな手続きが必要ですか？,米国へ渡航する際どんな手続きが必要ですか？,以下のすべてに該当されるご契約者は、FATCAに関するご案内[1.54MB]をご確認いただき、渡航後9か月以内に情報提供同意書 兼 納税者番号・宣誓依頼書[320KB]を当社に郵送してください。 加入されているご契約の契約日がH26.7.1以降 米国へ渡航 米国居住者（滞在日数が183日以上） ※送付先は、よくあるご質問「海外からの連絡や請求は、どこにすればいいのですか？」をご参照ください 「情報提供同意書 兼 納税者番号・宣誓依頼書」はFATCA（外国口座税務コンプライアンス法）に基づき提出が必要となる書類です。 ※FATCAは、米国納税義務者による米国外の金融口座等を利用した租税回避の防止を目的とした米国の法律です。 ※お客様が所定の米国納税義務者であるかを確認し、該当する場合は、米国内国歳入庁宛にご契約情報等の報告を行います。 ※提出がない場合は、米国内国歳入庁の要請に基づき、ご契約情報等を日米当局間で交換することとされています。 ※詳しくは、よくあるご質問「ＦＡＴＣＡについて」をご参照ください
101,https://faq.nissay.co.jp/faq/show/101?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 責任開始期はいつからですか？,責任開始期はいつからですか？,保険加入のお申込みに対して、これを保険会社が認めることを承諾といい、保険会社が契約上の責任（保険金・給付金のお支払いなど）を開始する時期を責任開始期といいます。 ご契約上の責任が開始されるためには、保険会社の承諾が前提となりますが、会社がお申込みを承諾した場合、責任開始期は、単にお申込書が提出されたときではなく、お申込み、告知（診査）が完了したときになります。 なお、保険会社がご契約上の責任を開始する日を責任開始日といいます。
102,https://faq.nissay.co.jp/faq/show/102?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 保障の見直しはいつすればいいですか？,保障の見直しはいつすればいいですか？,一般的に就職、結婚、住宅の購入、退職（老後）などの人生のイベントにより、必要とされる保障は変化します。 お気軽にニッセイコールセンター、最寄りのお客様窓口、またはニッセイトータルパートナーにご相談ください。 人生のイベントでニッセイの商品を選ぶ 保険に関するご相談 ニッセイコールセンター 窓口を検索する
103,https://faq.nissay.co.jp/faq/show/103?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 指定代理請求制度とは何ですか？,指定代理請求制度とは何ですか？,受取人が保険金などを請求できない所定の事情があるときに、受取人に代わり指定代理請求人が請求することができる制度です。 詳しくは、以下を確認ください。 保険金などの請求に関する特則について
104,https://faq.nissay.co.jp/faq/show/104?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 新契約の申込手続の途中で、内容を変更したい場合はどうしたらいいですか？,新契約の申込手続の途中で、内容を変更したい場合はどうしたらいいですか？,恐れ入りますが、新契約の申込手続途中で内容をご変更される場合は、早急に当社職員へご連絡ください。
105,https://faq.nissay.co.jp/faq/show/105?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 保険加入を検討したい。,保険加入を検討したい。,お客様のライフステージや希望の保障に応じた最適なプランを案内しますので、 ニッセイコールセンター、お客様窓口、または当社職員に連絡ください。 ニッセイコールセンター お客様窓口
107,https://faq.nissay.co.jp/faq/show/107?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 資料請求をするには、どうしたらいいですか？,資料請求をするには、どうしたらいいですか？,以下から資料請求ができます。 資料請求
108,https://faq.nissay.co.jp/faq/show/108?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 告知義務違反による解除について教えてください。,告知義務違反による解除について教えてください。,健康状態などを正しく「告知」していない場合、事実確認を行い、ご契約の全部または一部を「解除」することがあります。 詳しくは、以下を確認ください。 告知義務違反による解除について 平成24年4月2日以降の商品に加入されているお客様用[237KB] 平成24年4月1日以前の商品に加入されているお客様用[52KB]
109,https://faq.nissay.co.jp/faq/show/109?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保険種類 > 日本生命はどのような保険を取扱っているのですか？,日本生命はどのような保険を取扱っているのですか？,以下にお取扱いしている商品の一覧を掲載しておりますのでご覧ください。 商品一覧
110,https://faq.nissay.co.jp/faq/show/110?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 過去に給付金を受取っているが、新たに保険の加入はできますか？,過去に給付金を受取っているが、新たに保険の加入はできますか？,過去に給付金を受取られている場合、新たにご加入される際は、ご契約をお断りしたり、特別な条件（例：保険料の割増など）を前提にお引受けすることがあります。 詳しくは、ニッセイコールセンター、お客様窓口、または当社職員にご連絡ください。 ニッセイコールセンター お客様窓口
111,https://faq.nissay.co.jp/faq/show/111?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 加入するのに年齢制限はありますか？,加入するのに年齢制限はありますか？,保険加入の年齢制限は、保険契約、保険金額などにより異なります。 詳しくは、ニッセイコールセンター、お客様窓口、または当社職員にご連絡ください。 お客様窓口 ニッセイコールセンター
112,https://faq.nissay.co.jp/faq/show/112?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保障見直し・告知・その他制度 > 告知（診査）は省略できないのですか？,告知（診査）は省略できないのですか？,恐れ入りますが、告知（診査）を省略することはできません。
115,https://faq.nissay.co.jp/faq/show/115?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保険種類 > 終身保険とはどのような保険ですか？,終身保険とはどのような保険ですか？,終身保険とはのページで、詳しいご説明を掲載しておりますのでご覧ください。 終身保険とは
116,https://faq.nissay.co.jp/faq/show/116?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保険種類 > 定期保険とはどのような保険ですか？,定期保険とはどのような保険ですか？,定期保険とはのページで、詳しいご説明を掲載しておりますのでご覧ください。 定期保険とは
117,https://faq.nissay.co.jp/faq/show/117?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保険種類 > 養老保険とはどのような保険ですか？,養老保険とはどのような保険ですか？,養老保険とはのページで、詳しいご説明を掲載しておりますのでご覧ください。 養老保険とは
118,https://faq.nissay.co.jp/faq/show/118?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保険種類 > 医療保険とはどのような保険ですか？,医療保険とはどのような保険ですか？,医療保険とはのページで、詳しいご説明を掲載しておりますのでご覧ください。 医療保険とは
119,https://faq.nissay.co.jp/faq/show/119?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保険種類 > 個人年金とはどのような保険ですか？,個人年金とはどのような保険ですか？,個人年金とはのページで、詳しいご説明を掲載しておりますのでご覧ください。 個人年金とは
121,https://faq.nissay.co.jp/faq/show/121?site_domain=default,よくあるご質問 > 保険加入のご検討 > 保険種類 > こども保険とはどのような保険ですか？,こども保険とはどのような保険ですか？,こども保険とはのページで、詳しいご説明を掲載しておりますのでご覧ください。 こども保険とは
122,https://faq.nissay.co.jp/faq/show/122?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > 企保ネットのﾊﾟｽﾜｰﾄﾞを忘れてしまいました。,企保ネットのﾊﾟｽﾜｰﾄﾞを忘れてしまいました。,セキュリティ上、ニッセイでもお客様のﾊﾟｽﾜｰﾄﾞを確認できない仕組みとなっており、ﾊﾟｽﾜｰﾄﾞを回答することはできかねます。 ﾊﾟｽﾜｰﾄﾞを6回間違えて入力されると、企保ネットへログインいただけなくなります。（「ﾊﾟｽﾜｰﾄﾞがロックされたため、ﾊﾟｽﾜｰﾄﾞを再発行していただく必要があります。」というメッセージが表示されます。） 可能性があるﾊﾟｽﾜｰﾄﾞを6回試していただき、ログインできない状態になりましたら、ﾊﾟｽﾜｰﾄﾞ再発行のお手続きを行ってください。 ID管理者は、企保ネット上でﾊﾟｽﾜｰﾄﾞ再発行のお手続きを行うことができます。詳細は、お手続きマニュアルを参照ください。 ID管理者のﾊﾟｽﾜｰﾄﾞが無効になり、他にID管理者がいないなど、企保ネット上でお手続きができない場合は、ニッセイのお問合せ窓口にご連絡ください。 手続き後、1週間前後で「ユーザーIDのお知らせ」をお客様へ送付いたします。
123,https://faq.nissay.co.jp/faq/show/123?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > ﾊﾟｽﾜｰﾄﾞを6回連続して誤入力し、ﾊﾟｽﾜｰﾄﾞがロックされてしまいました。,ﾊﾟｽﾜｰﾄﾞを6回連続して誤入力し、ﾊﾟｽﾜｰﾄﾞがロックされてしまいました。,ﾊﾟｽﾜｰﾄﾞを6回間違えて入力されると、企保ネットへログインいただけなくなります。（「ﾊﾟｽﾜｰﾄﾞがロックされたため、ﾊﾟｽﾜｰﾄﾞを再発行していただく必要があります。」というメッセージが表示されます。） ご利用再開のためには、ﾊﾟｽﾜｰﾄﾞ再発行のお手続きが必要です。 ID管理者は、企保ネット上でﾊﾟｽﾜｰﾄﾞ再発行のお手続きを行うことができます。詳細は、お手続きマニュアルを参照ください。 ID管理者のﾊﾟｽﾜｰﾄﾞが無効になり、他にID管理者がいないなど、企保ネット上でお手続きができない場合は、ニッセイのお問合せ窓口にご連絡ください。 手続き後、1週間前後で「ユーザーIDのお知らせ」をお客様へ送付いたします。
124,https://faq.nissay.co.jp/faq/show/124?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > パソコンを変更したのですが、何か手続きは必要ですか。,パソコンを変更したのですが、何か手続きは必要ですか。,新しいパソコンのご利用環境確認およびクライアント証明書の各種お手続きが必要です。 詳しいお手続き方法は以下のとおりです。 (1)新しいパソコンが、企保ネットの推奨環境に合っているか、ご確認ください。 (2)新しいパソコンについて、クライアント証明書の再発行のお手続きを行ってください。 クライアント証明書再発行の手続方法 ニッセイのお問合せ窓口にご連絡ください。 お手続き後、1週間前後でニッセイでのクライアント証明書再発行手続きの完了通知をお客様へ送付いたします。 なお、クライアント証明書再発行のお手続きは、新しいパソコンがお手元に届く前に行っていただいても構いませんが、このお手続きを行うと、これまで使用していたパソコンで取得されているクライアント証明書を更新することができなくなりますのでご留意ください。 (3)これまで使用していたパソコンのクライアント証明書を、以下の手順でパソコン上から削除ください。 ※PCによっては、画面イメージが異なる場合がありますので、ご了承ください。 左下のスタートメニューをクリックし、【W】のメニュー一覧から【Windows システムツール】をクリックし、さらに【コントロールパネル】をクリックしてください。 【ネットワークとインターネット】をクリックしてください。 ※右上の「表示方法」を「小さなアイコン」「大きなアイコン」に設定している場合、「インターネットオプション」をクリックしてください。 【インターネットオプション】をクリックしてください。 「インターネットオプション」というウィンドウが開いたら、「コンテンツ」のタブをクリックし、『証明書』ボタンをクリックしてください。 「証明書」というウィンドウが開いたら、「個人」のタブをクリックしてください。 インストールされているクライアント証明書の一覧が表示されます。 「発行先」の欄に企保ネットのユーザーIDと管理番号が表示され、「発行者」の欄が「Nippon Life Insurance Company Kihonet ～」となっているものが、企保ネットのクライアント証明書です。 削除する証明書を選択し、『削除』ボタンをクリックしてください。 （確認メッセージが表示されたら、『はい』をクリックしてください。） (4) 新しいパソコンで初期設定を行ってください。 (5)新しいパソコンにて、クライアント証明書 新規取得・更新サイトへアクセスし、クライアント証明書の新規取得を行ってください。 具体的な手続方法については、「クライアント証明書新規取得・更新マニュアル」 [2.14MB]をご参照ください。 クライアント証明書の新規取得時に入力いただく各種項目については、上記のマニュアルとあわせ、クライアント証明書再発行のお手続き完了後にニッセイより送付される完了通知をご確認ください。 (6)クライアント証明書の取得完了後、企保ネットにログインできることをご確認ください。
125,https://faq.nissay.co.jp/faq/show/125?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > 企保ネットにアクセスできません。（初めてアクセスする場合）,企保ネットにアクセスできません。（初めてアクセスする場合）,いくつかの原因が考えられますので、以下の(1)～(3)を順にご確認ください。 (1)クライアント証明書の新規取得が完了していない可能性があります。 企保ネットにアクセスするためには、事前に「クライアント証明書の新規取得」をしていただく必要があります。取得が完了していない場合は、クライアント証明書 新規取得・更新サイトへアクセスし、クライアント証明書の新規取得を行ってください。 具体的な手続方法については、「クライアント証明書　新規取得・更新マニュアル」 [2.14MB]をご参照ください。 クライアント証明書の新規取得時に入力いただく各種項目については、上記のマニュアルとあわせ、「ユーザーIDのお知らせ」ハガキをご確認ください。 クライアント証明書の取得が完了しましたら、企保ネットにログインできることをご確認ください。 (2)「信頼済みサイト」の設定をご確認ください。 事前に設定した信頼済みサイトの内容が誤っているか、信頼済みサイトが登録されていない可能性があります。 「PCご利用環境確認手順書」の「Step1」をご参照のうえ、信頼済みサイトを正しく設定してください。 信頼済みサイトの登録内容を修正された場合は、企保ネットにログインできることをご確認ください。 (3)暗号化通信の設定を以下の手順でご確認ください。 ※PCによっては、画面イメージが異なる場合がありますので、ご了承ください。 左下のスタートメニューをクリックし、【W】のメニュー一覧から【Windows システムツール】をクリックし、さらに【コントロールパネル】をクリックしてください。 【ネットワークとインターネット】をクリックしてください。 ※右上の「表示方法」を「小さなアイコン」「大きなアイコン」に設定している場合、「インターネットオプション」をクリックしてください。 【インターネットオプション】をクリックしてください。 「インターネットオプション」というウィンドウが開いたら、「詳細設定」のタブをクリックしてください。 「TLS 1.2の使用」（注1）にチェックがない場合、チェックを入れてください。 （注1）Windows7以降のみ当項目が存在します。 ※「TLS1.0を使用する」「TLS1.1の使用」にチェックが付いていても問題ありません。 チェック項目を修正された場合は［OK］をクリックし企保ネットにログインできることをご確認ください。
126,https://faq.nissay.co.jp/faq/show/126?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > 企保ネットにアクセスできません。（過去にアクセスできたことがある場合）,企保ネットにアクセスできません。（過去にアクセスできたことがある場合）,いくつかの原因が考えられますので、以下の(1)～(5)を順にご確認ください。 (1)「信頼済みサイト」の設定をご確認ください。 事前に設定した信頼済みサイトの内容が誤っているか、信頼済みサイトが登録されていない可能性があります。 「PCご利用環境確認手順書」の「Step1」をご参照のうえ、信頼済みサイトを正しく設定してください。 信頼済みサイトの登録内容を修正された場合は、企保ネットにログインできることをご確認ください。 (2) 暗号化通信の設定を以下の手順でご確認ください。 ※PCによっては、画面イメージが異なる場合がありますので、ご了承ください。 左下のスタートメニューをクリックし、【W】のメニュー一覧から【Windows システムツール】をクリックし、さらに【コントロールパネル】をクリックしてください。 【ネットワークとインターネット】をクリックしてください。 ※右上の「表示方法」を「小さなアイコン」「大きなアイコン」に設定している場合、「インターネットオプション」をクリックしてください。 【インターネットオプション】をクリックしてください。 「インターネットオプション」というウィンドウが開いたら、「詳細設定」のタブをクリックしてください。 「TLS 1.2の使用」（注1）にチェックがない場合、チェックを入れてください。 （注1）Windows7以降のみ当項目が存在します。 ※「TLS1.0を使用する」「TLS1.1の使用」にチェックが付いていても問題ありません。 チェック項目を修正された場合は［OK］をクリックし企保ネットにログインできることをご確認ください。 (3)パソコンの日付の設定をご確認ください。 日付・年が正確でない場合、クライアント証明書の有効期限が正しく判定されません。 ご確認のうえ、誤っている場合は、修正ください。 確認方法 Windows画面の右下（場所が違うこともあります）に表示されている時計にカーソルを合わせると、年月日が表示されます。 （パソコンの設定によっては、カーソルを合わせなくても、初めからカレンダーが表示されています。） 修正方法 時計をダブルクリックすると、日付と時刻の修正画面が表示されます。 日付と時刻が正確でない場合は、修正後、『OK』をクリックください。 (4)クライアント証明書の有効期限は、取得後3年です。 クライアント証明書の有効期限が切れていないかご確認ください。 上記(2)の手順に沿って「インターネットオプション」を開いてください。 「インターネットオプション」というウィンドウが開いたら、 「コンテンツ」のタブをクリックし、『証明書』ボタンをクリックしてください。 「証明書」というウィンドウが開いたら、「個人」のタブをクリックしてください。 インストールされているクライアント証明書の一覧が表示されます。 「発行先」の欄に企保ネットのユーザーIDと管理番号が表示され、「発行者」の欄が「Nippon Life Insurance Company Kihonet CA - G4」となっているものが、企保ネットのクライアント証明書です。 該当の証明書の有効期限が過ぎていないかご確認ください。 有効期限が過ぎていた場合、企保ネットにアクセスする前に、まずクライアント証明書を更新する必要があります。 クライアント証明書 新規取得・更新サイトへアクセスし、クライアント証明書の更新を行ってください。 具体的な手続方法については、「クライアント証明書　新規取得・更新マニュアル」 [2.14MB]をご参照ください。 クライアント証明書の更新が完了しましたら、企保ネットにログインできることをご確認ください。
127,https://faq.nissay.co.jp/faq/show/127?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > 企保ネットにアクセスしようとすると、「サービスをご利用できません」というエ...,企保ネットにアクセスしようとすると、「サービスをご利用できません」というエラー画面が表示されます。,(1)直接入力されたURLや、お気に入りに登録いただいているURLが、企保ネットのログインページのURL（https://kiho.nissay.co.jp/）であることが原因の可能性があります。 企保ネットは、必ずニッセイオフィシャルHP内の企保ネットのページ（http://www.nissay.co.jp/hojin/keiyaku/kihonet/login/）を経由してアクセスいただく必要があります。 ご確認のうえ、再度アクセスください。 (2)初期設定が正しく行われていない可能性があります。各種エラーを回避するため、必ず初期設定を行ってください。
128,https://faq.nissay.co.jp/faq/show/128?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > 担当者が変更となりました。何か手続きは必要ですか。,担当者が変更となりました。何か手続きは必要ですか。,旧担当者のユーザーID削除や新担当者のユーザーIDの新規登録、およびクライアント証明書などの各種お手続きが必要です。 詳しいお手続き方法は以下のとおりです。 (1)新担当者のユーザーIDを登録します。 なお、ユーザーID登録のお手続き方法は、対象者の権限により異なります。 新担当者がID管理者（注1）・団体決裁者（注2）以外の場合 ID管理者が企保ネット上で新担当者のユーザーIDを登録することができます。 詳細は、お手続きマニュアルを参照ください。 （注1）ID管理権限のあるユーザー （注2）組織権限が団体型で、処理権限が決裁者のユーザー 新担当者がID管理者または団体決裁者の場合 「企保ネット　ユーザーID登録・変更申込書」を記入のうえ、ニッセイ宛送付ください。 「企保ネット　ユーザーID登録・変更申込書」は企保ネットの『白紙帳票取出』より取出しできます。 (2)旧担当者のユーザーIDを削除します。（※企保ネットの最後のご利用の終了後、申請ください。） なお、ユーザーID削除のお手続き方法は、対象者の権限により異なります。 旧担当者がID管理者または団体決裁者以外の場合 ID管理者が企保ネット上で旧担当者のユーザーIDを削除することができます。 詳細は、お手続きマニュアルを参照ください。 旧担当者がID管理者または団体決裁者の場合 「企保ネット　ユーザーID登録・変更申込書」を記入のうえ、ニッセイ宛送付ください。 「企保ネット　ユーザーID登録・変更申込書」は企保ネットの『白紙帳票取出』より取出しできます。 (3)パソコンが変更になる場合は、新しいパソコンが企保ネットの推奨環境に合っているかご確認のうえ、初期設定を行ってください。 旧担当者と同じパソコンをご使用する場合は不要です。 (4)新担当者のユーザーID登録後、1週間前後で「ユーザーIDのお知らせ」をお客様へ送付いたします。 「ユーザーIDのお知らせ」が届きましたら、クライアント証明書の新規取得を行ってください。 具体的な手続方法については、「クライアント証明書新規取得・更新マニュアル」 [2.14MB]を参照ください。 クライアント証明書の取得完了後、企保ネットにログインできることをご確認ください。 なお、初回ログインの際、パスワード変更画面が表示されるので、新しいパスワードへ変更ください。 (5)企保ネット初回ログイン後、新担当者のメールアドレスを登録ください。 また、旧担当者のメールアドレスが登録されている場合は、削除ください。 詳細は、お手続きマニュアルを参照ください。 (6)旧担当者のパソコンのクライアント証明書を、以下の手順でパソコン上から削除ください。 ※PCによっては、画面イメージが異なる場合がありますので、ご了承ください。 左下のスタートメニューをクリックし、【W】のメニュー一覧から【Windows システムツール】をクリックし、さらに【コントロールパネル】をクリックしてください。 【ネットワークとインターネット】をクリックしてください。 ※右上の「表示方法」を「小さなアイコン」「大きなアイコン」に設定している場合、「インターネットオプション」をクリックしてください。 【インターネットオプション】をクリックしてください。 「インターネットオプション」というウィンドウが開いたら、「コンテンツ」のタブをクリックし、『証明書』ボタンをクリックしてください。 「証明書」というウィンドウが開いたら、「個人」のタブをクリックしてください。 インストールされているクライアント証明書の一覧が表示されます。 「発行先」の欄に旧担当者のユーザーIDと管理番号が表示され、「発行者」の欄が「Nippon Life Insurance Company Kihonet ～」となっているものが、旧担当者のクライアント証明書です。 削除する証明書を選択し、『削除』ボタンをクリックしてください。 （確認メッセージが表示されたら、『はい』をクリックしてください。）
129,https://faq.nissay.co.jp/faq/show/129?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > サービスのお申込み > 企保ネットを利用したいのですが、どのように申込手続きしたらよいですか。,企保ネットを利用したいのですが、どのように申込手続きしたらよいですか。,企保ネットのご利用開始にあたっては、事前にお客様のご契約内容や保全お手続きの取扱などをニッセイで確認し、お客様ごとの利用開始時期を検討したうえで、サービスの内容や申込手続きについて順次ご案内をしております。 利用開始予定時期についてはニッセイのお問合せ窓口へご連絡ください。 ※企保ネットを利用いただけない一部のご契約については、企保ネットをご案内しないことがあります。
130,https://faq.nissay.co.jp/faq/show/130?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > サービスのお申込み > サービスの利用に手数料はかかりますか。,サービスの利用に手数料はかかりますか。,手数料はかかりません。 ただし、インターネット通信費や機器などの諸費用についてはお客様負担となります。
131,https://faq.nissay.co.jp/faq/show/131?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > クライアント証明書の新規取得・更新 > クライアント証明書の新規取得や更新の手順は、何を見たらわかりますか。,クライアント証明書の新規取得や更新の手順は、何を見たらわかりますか。,クライアント証明書 新規取得・更新サイトへアクセスしてください。 具体的な手続方法については、「クライアント証明書　新規取得・更新マニュアル」 [2.14MB]をご参照ください。 クライアント証明書の新規取得時に入力いただく各種項目については、上記のマニュアルとあわせ、「ユーザーIDのお知らせ」ハガキ（クライアント証明書の再発行申請を行っていただいた場合は、その際にニッセイから送付される完了通知）をご確認ください。
132,https://faq.nissay.co.jp/faq/show/132?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > ログイン > 「信頼済みサイト」に登録する際、「指定したサイトは既に別のゾーンにあります...,「信頼済みサイト」に登録する際、「指定したサイトは既に別のゾーンにあります。」が表示されます。,(1)既に信頼済みサイトに登録されていないかご確認ください。 信頼済みサイトに登録されていないにもかかわらず、このエラーが出る場合、「制限付きサイト」に登録されている可能性があります。 以下の手順で、登録されているURLを削除いただいてから、再度「信頼済みサイト」にご登録ください。 ※PCによっては、画面イメージが異なる場合がありますので、ご了承ください。 左下のスタートメニューをクリックし、【W】のメニュー一覧から【Windows システムツール】をクリックし、さらに【コントロールパネル】をクリックしてください。 【ネットワークとインターネット】をクリックしてください。 ※右上の「表示方法」を「小さなアイコン」「大きなアイコン」に設定している場合、「インターネットオプション」をクリックしてください。 【インターネットオプション】をクリックしてください。 「インターネットオプション」というウィンドウが開いたら、「セキュリティ」のタブをクリックしてください。 「制限付きサイト」のアイコンを選択し、右下の『サイト』ボタンをクリックしてください。 「Webサイト」の欄に、信頼済みサイトとして登録しようとしているURLが表示されている場合は、該当のURLを選択のうえ、『削除』ボタンをクリックし、『閉じる』（または『OK』）をクリックしてください。 インターネットオプション画面に戻りますので、改めて「信頼済みサイト」に登録できるかお試しください。 (2)上記(1)の手順にて、 「制限付きサイト」に該当のURLが登録されていない場合は、「イントラネット」に登録されている可能性があります。 『キャンセル』（または『閉じる』）をクリックしてインターネットオプション画面に戻り、以下の手順で、「イントラネット」に登録されていないかお試しください。 「ローカル　イントラネット」（または「イントラネット」）のアイコンを選択し、右下の『サイト』ボタンをクリックしてください。 「ローカル　イントラネット」（または「イントラネット」）のダイアログが表示されますので、『詳細設定』ボタンをクリックしてください。 「Webサイト」の欄に、信頼済みサイトとして登録しようとしているURLが表示されている場合は、該当のURLを選択のうえ、『削除』ボタンをクリックし、『閉じる』（または『OK』）をクリックしてください。 インターネットオプション画面に戻りますので、改めて「信頼済みサイト」に登録できるかお試しください。
134,https://faq.nissay.co.jp/faq/show/134?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > クライアント証明書の新規取得・更新 > クライアント証明書の新規取得の際、「入力情報エラー　ステータスコード：34...,クライアント証明書の新規取得の際、「入力情報エラー　ステータスコード：3420」が表示されます。,入力いただいた以下の内容のいずれかに誤りがあります。 ブラウザーの「戻る」ボタンで入力画面に戻り（注1）、入力内容をご確認ください。 （注1）「戻る」ボタンで戻らない場合、「戻る」ボタンをダブルクリックすることで戻ることがあります。 企保ネットコード 「ユーザーIDのお知らせ」に記載されている「企保ネットコード（半角数字8桁）」と相違ないかご確認ください。 管理番号 「ユーザーIDのお知らせ」に記載されている「管理番号（半角英数10桁）」と相違ないかご確認ください。 大文字小文字は区別されます。「ユーザーIDのお知らせ」上、ハイフンなどが入力されている場合、それらの記号も入力してください。 誤ってパスワードを入力されている場合があります。 氏名の上部に印字されている「管理番号」を入力してください。 ユーザーID 「ユーザーIDのお知らせ」に記載されている「ユーザーID（半角英数7桁）」と相違ないかご確認ください。 大文字小文字は区別されます。誤りがないかご確認ください。 年 「ユーザーIDのお知らせ」の右上に記載されている「発行年」が半角4桁の西暦で入力されているかご確認ください。 枝番 通常は「001（半角）」ですが、再発行の場合は再発行完了の通知文書に記載されている枝番を入力してください。
138,https://faq.nissay.co.jp/faq/show/138?site_domain=default,よくあるご質問 > 企業保険インターネットサービス（企保ネット） > クライアント証明書の新規取得・更新 > クライアント証明書の更新後、証明書が2つ表示されるようになりました。,クライアント証明書の更新後、証明書が2つ表示されるようになりました。,Windowsのバージョンにより、更新前後のクライアント証明書が両方表示されることがありますので、以下の手順で更新前のクライアント証明書を削除ください。 ※PCによっては、画面イメージが異なる場合がありますので、ご了承ください。 (1)左下のスタートメニューをクリックし、【W】のメニュー一覧から【Windows システムツール】をクリックし、さらに【コントロールパネル】をクリックしてください。 (2)【ネットワークとインターネット】をクリックしてください。 ※右上の「表示方法」を「小さなアイコン」「大きなアイコン」に設定している場合、「インターネットオプション」をクリックすると(4)に進みます。 (3)【インターネットオプション】をクリックしてください。 (4)「インターネットオプション」というウィンドウが開いたら、「コンテンツ」のタブをクリックし、『証明書』ボタンをクリックしてください。 (5)「証明書」というウィンドウが開いたら、「個人」のタブをクリックしてください。 インストールされているクライアント証明書の一覧が表示されます。 「発行先」の欄に企保ネットのユーザーIDと管理番号が表示され、「発行者」の欄が「Nippon Life Insurance Company Kihonet ～」となっているものが、企保ネットのクライアント証明書です。 「発行先」が同じクライアント証明書が2つ表示されていることをご確認ください。 「有効期限」が古い証明書を選択し、『削除』ボタンをクリックしてください。 （確認メッセージが表示されたら、「はい」をクリックしてください。） (6)『閉じる』をクリックし、『OK』をクリックしてインターネットオプション画面を終了し、改めて企保ネットにアクセスいただき、選択肢が片方消えていることをご確認ください。
